ordem,pid,moradia_classe,moradia_zoneamento,lote_fachada,lote_area,rua_tipo,beco_tipo,lote_formato,terreno_contorno,utilidades,lote_config,terreno_declive,vizinhanca,condicao_1,condicao_2,moradia_tipo,moradia_estilo,geral_qualidade,geral_condicao,construcao_ano,remodelacao_ano,telhado_estilo,telhado_material,exterior_cobertura_1,exterior_cobertura_2,alvenaria_tipo,alvenaria_area,exterior_qualidade,exterior_condicao,fundacao_tipo,porao_qualidade,porao_condicao,porao_exposicao,porao_acabamento_1,porao_area_com_acabamento_1,porao_acabamento_2,porao_area_com_acabamento_2,porao_area_sem_acabamento,porao_area_total,porao_num_banheiros,porao_num_banheiros_lavabos,aquecimento_tipo,aquecimento_qualidade_condicao,ar_condicionado_central,sistema_eletrico_tipo,primeiro_andar_area,segundo_andar_area,acabamento_baixa_qualidade_area,acima_solo_area,acima_solo_num_banheiros,acima_solo_num_lavabos,acima_solo_num_quartos,acima_solo_num_cozinhas,cozinha_qualidade,acima_solo_num_comodos,funcional,total_num_lareiras,lareira_qualidade,garagem_tipo,garagem_ano_construcao,garagem_acabamento,garagem_capacidade_carros,garagem_area,garagem_qualidade,garagem_condicao,entrada_veiculo_pavimentada,deck_madeira_area,varanda_aberta_area,varanda_fechada_area,varanda_3ssn_area,varanda_com_tela_area,piscina_area,piscina_qualidade,cerca_qualidade,funcionalidades_diversas,funcionalidades_valor,venda_mes,venda_ano,venda_tipo,venda_condicao,venda_valor,
2492,2492,532376180,20,Residencial baixa densidade,65,8450,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer,adjacente à ferrovia Leste-Oeste,normal,família única,um andar,média,acima da média,1968,1968,duas águas,telha padrão (composto),madeirra compensada,madeirra compensada,face de tijolo,90,m\u00e9dia,média,bloco de concreto,média,média,No,alojamento abaixo da média,162,sala de recreação média,270,450,882,0,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,909,0,0,909,1,0,3,1,média,5,funcionalidade típica,0,NA,anexada à casa,1968,não terminada,1,294,média,média,Y,0,155,0,0,0,0,NA,mínima privacidade,NA,0,11,2006,escritura / propriedade do oficial de justiça,venda normal,116000
2493,2493,532376250,20,Residencial baixa densidade,NA,8638,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer,adjacente à ferrovia Leste-Oeste,normal,família única,um andar,média,acima da média,1963,1963,duas águas,telha padrão (composto),placa dura,placa dura,nenhum,0,m\u00e9dia,média,concreto derrramado,média,média,No,alojamento médio,181,não finalizado,0,744,925,1,0,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,925,0,0,925,1,0,2,1,média,5,funcionalidade típica,0,NA,garagem não anexada à casa,1990,não terminada,2,484,média,média,Y,203,74,0,0,0,0,NA,NA,NA,0,10,2006,WD ,venda normal,133500
2494,2494,532378050,20,Residencial baixa densidade,NA,13052,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,rua sem saída,declive leve,Sawyer,normal,normal,família única,um andar,média,acima da média,1965,1965,duas águas,telha padrão (composto),placa dura,placa dura,nenhum,0,m\u00e9dia,média,bloco de concreto,média,média,No,sala de recreação média,712,não finalizado,0,312,1024,0,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,1024,0,0,1024,1,1,3,1,média,5,funcionalidade típica,0,NA,anexada à casa,1965,não terminada,1,308,média,média,Y,0,0,0,0,0,0,NA,mínima privacidade,NA,0,1,2006,WD ,venda normal,120875
2495,2495,532378070,20,Residencial baixa densidade,NA,13526,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,rua sem saída,declive leve,Sawyer,normal,normal,família única,um andar,média,acima da média,1965,1965,quadril,telha padrão (composto),placa dura,madeirra compensada,face de tijolo,114,m\u00e9dia,média,bloco de concreto,média,média,No,alojamento abaixo da média,560,baixa qualidade,375,0,935,1,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,935,0,0,935,1,0,3,1,média,5,funcionalidade típica,0,NA,anexada à casa,1965,não terminada,1,288,média,média,Y,180,0,0,0,0,0,NA,mínima privacidade,NA,0,11,2006,WD ,venda normal,137000
2496,2496,532378130,20,Residencial baixa densidade,NA,8020,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer,normal,normal,família única,um andar,média,acima da média,1964,1964,duas águas,telha padrão (composto),placa dura,placa dura,nenhum,0,m\u00e9dia,média,bloco de concreto,média,média,No,alojamento médio,644,não finalizado,0,268,912,0,0,forno de ar quente a gás,média,N,disjuntores padrão e Romex,912,0,0,912,1,0,3,1,média,6,funcionalidade típica,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,0,0,0,0,0,NA,boa madeira,NA,0,4,2006,WD ,venda normal,124000
2497,2497,532378160,20,Residencial baixa densidade,65,6993,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer,adjacente a rua alimentadora,normal,família única,um andar,média,boa,1961,1994,duas águas,telha padrão (composto),placa dura,madeirra compensada,nenhum,0,m\u00e9dia,média,bloco de concreto,média,média,No,alojamento abaixo da média,465,não finalizado,0,447,912,0,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,1236,0,0,1236,1,0,3,1,média,6,funcionalidade típica,1,média,anexada à casa,1961,não terminada,1,288,média,média,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2006,WD ,venda normal,135000
2498,2498,532378220,20,Residencial baixa densidade,NA,8789,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Sawyer,normal,normal,família única,um andar,média,acima da média,1967,1967,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,m\u00e9dia,média,bloco de concreto,média,média,exposição mínima,sala de recreação média,659,não finalizado,0,253,912,0,0,forno de ar quente a gás,média,Y,disjuntores padrão e Romex,941,0,0,941,1,0,3,1,média,6,funcionalidade típica,1,ruim,anexada à casa,1967,não terminada,1,288,média,média,Y,64,0,0,0,0,0,NA,NA,NA,0,6,2006,WD ,venda normal,129200
2499,2499,532476050,dividida ou multinível,Residencial baixa densidade,100,14330,pavimentada,NA,levemente irregular,depressão,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Veenker,normal,normal,família única,nível dividido (split level),boa,abaixo da média,1974,1974,duas águas,telha padrão (composto),telhas de madeira,tapume de madeira,face de tijolo,145,boa,regular,bloco de concreto,boa,média,exposição boa,alojamento médio,1023,alojamento abaixo da média,497,228,1748,1,2,forno de ar quente a gás,boa,Y,disjuntores padrão e Romex,2151,495,0,2646,2,0,3,1,boa,9,deduções moderadas,4,média,anexada à casa,1974,acabamento grosseiro,2,550,média,média,Y,641,100,0,0,0,800,boa,boa privacidade,NA,0,1,2006,WD ,venda normal,260000
2500,2500,533110130,60,Residencial baixa densidade,121,16059,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Northridge,normal,normal,família única,dois andares,muito boa,média,1991,1992,quadril,telha padrão (composto),placa dura,placa dura,face de tijolo,284,boa,média,bloco de concreto,boa,média,No,não finalizado,0,não finalizado,0,1288,1288,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1301,1116,0,2417,2,1,4,1,boa,9,funcionalidade típica,1,média,anexada à casa,1991,não terminada,2,462,média,média,Y,127,82,0,0,0,0,NA,NA,NA,0,4,2006,WD ,venda normal,260000
2501,2501,533125120,60,Residencial baixa densidade,105,11025,pavimentada,NA,regular,encosta,todas as utilidades p\u00fablicas,lote interno,declive moderado,Northridge,normal,normal,família única,dois andares,muito boa,média,1992,1993,duas águas,telha padrão (composto),placa dura,imitação de reboco,face de tijolo,692,boa,média,concreto derrramado,excelente,média,exposição boa,alojamento bom,1118,não finalizado,0,216,1334,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1520,1306,0,2826,2,1,3,1,boa,9,funcionalidade típica,3,média,anexada à casa,1992,acabamento grosseiro,3,888,média,média,Y,177,208,186,0,0,0,NA,NA,NA,0,10,2006,WD ,venda normal,334000
2502,2502,533127080,60,Residencial baixa densidade,NA,14541,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Northridge,normal,normal,família única,dois andares,muito boa,boa,1993,1993,duas águas,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,boa,boa,concreto derrramado,boa,boa,No,alojamento bom,1012,não finalizado,0,326,1338,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1352,1168,0,2520,2,1,5,1,boa,10,funcionalidade típica,1,média,anexada à casa,1993,acabamento grosseiro,3,796,média,média,Y,209,55,0,0,0,0,NA,NA,NA,0,11,2006,WD ,venda anormal,310000
2503,2503,533128030,60,Residencial baixa densidade,NA,13346,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,rua sem saída,declive leve,Northridge,normal,normal,família única,dois andares,boa,média,1992,2000,duas águas,telha padrão (composto),placa dura,placa dura,nenhum,0,boa,média,concreto derrramado,boa,média,No,alojamento bom,728,não finalizado,0,367,1095,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1166,1129,0,2295,2,1,4,1,boa,9,funcionalidade típica,1,média,anexada à casa,1992,acabamento grosseiro,2,590,média,média,Y,0,40,0,0,0,0,NA,NA,NA,0,7,2006,WD ,venda normal,268000
2504,2504,533128090,20,Residencial baixa densidade,89,12461,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Northridge,normal,normal,família única,um andar,muito boa,média,1994,1995,duas águas,telha padrão (composto),imitação de reboco,imitação de reboco,nenhum,0,boa,média,concreto derrramado,boa,média,No,alojamento bom,1456,não finalizado,0,168,1624,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1624,0,0,1624,2,0,2,1,boa,5,funcionalidade típica,1,regular,anexada à casa,1994,acabamento grosseiro,3,757,média,média,Y,0,114,192,0,0,0,NA,boa privacidade,NA,0,7,2006,WD ,venda normal,262000
2505,2505,533206040,"desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos)",Residencial vila flutuante,34,3628,pavimentada,pavimentado,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,unidade interna de moradia,um andar,boa,média,2004,2004,duas águas,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,1143,1143,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1143,0,0,1143,1,1,1,1,boa,5,funcionalidade típica,1,boa,anexada à casa,2004,acabamento grosseiro,2,588,média,média,Y,0,191,0,0,0,0,NA,NA,NA,0,5,2006,WD ,venda normal,176400
2506,2506,533208050,"desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos)",Residencial vila flutuante,37,3316,pavimentada,pavimentado,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,unidade interna de moradia,um andar,muito boa,média,2005,2005,duas águas,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,boa,média,concreto derrramado,boa,média,No,alojamento bom,1039,não finalizado,0,208,1247,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1247,0,0,1247,1,1,1,1,boa,4,funcionalidade típica,1,boa,anexada à casa,2005,terminada,2,550,média,média,Y,0,84,0,0,0,0,NA,NA,NA,0,4,2006,WD ,venda normal,197000
2507,2507,533212100,desenvolvimento de unidade planejada (PUD) de 2 andares (1946 e mais novas),Residencial vila flutuante,30,3180,pavimentada,pavimentado,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,unidade interna de moradia,dois andares,boa,média,2005,2005,duas águas,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,m\u00e9dia,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,600,600,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,520,600,80,1200,2,1,2,1,boa,4,funcionalidade típica,0,NA,garagem não anexada à casa,2005,acabamento grosseiro,2,480,média,média,Y,0,166,0,0,0,0,NA,NA,NA,0,6,2006,WD ,venda normal,151000
2508,2508,533212110,desenvolvimento de unidade planejada (PUD) de 2 andares (1946 e mais novas),Residencial vila flutuante,24,2544,pavimentada,pavimentado,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,unidade final de moradia,dois andares,boa,média,2005,2005,duas águas,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,600,600,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,520,623,80,1223,2,1,2,1,boa,4,funcionalidade típica,0,NA,garagem não anexada à casa,2005,acabamento grosseiro,2,480,média,média,Y,0,166,0,0,0,0,NA,NA,NA,0,7,2006,WD ,venda normal,147400
2509,2509,533212120,desenvolvimento de unidade planejada (PUD) de 2 andares (1946 e mais novas),Residencial vila flutuante,24,2544,pavimentada,pavimentado,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,unidade final de moradia,dois andares,boa,média,2005,2005,duas águas,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,600,600,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,520,623,80,1223,2,1,2,1,boa,4,funcionalidade típica,0,NA,garagem não anexada à casa,2005,acabamento grosseiro,2,480,média,média,Y,0,166,0,0,0,0,NA,NA,NA,0,7,2006,WD ,venda normal,149900
2510,2510,533212130,desenvolvimento de unidade planejada (PUD) de 2 andares (1946 e mais novas),Residencial vila flutuante,30,3180,pavimentada,pavimentado,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,unidade interna de moradia,dois andares,boa,média,2005,2005,duas águas,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,600,600,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,520,600,80,1200,2,1,2,1,boa,4,funcionalidade típica,0,NA,garagem não anexada à casa,2005,acabamento grosseiro,2,480,média,média,Y,0,166,0,0,0,0,NA,NA,NA,0,4,2006,WD ,venda anormal,144152
2511,2511,533221080,desenvolvimento de unidade planejada (PUD) de 2 andares (1946 e mais novas),Residencial vila flutuante,NA,2998,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,unidade interna de moradia,dois andares,acima da média,média,2000,2000,duas águas,telha padrão (composto),tapume de metal,tapume de metal,face de tijolo,513,boa,média,concreto derrramado,boa,média,No,alojamento bom,353,não finalizado,0,403,756,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,768,756,0,1524,2,1,2,1,boa,4,funcionalidade típica,0,NA,garagem não anexada à casa,2000,não terminada,2,440,média,média,Y,0,32,0,0,0,0,NA,NA,NA,0,6,2006,WD ,venda normal,166000
2512,2512,533223010,desenvolvimento de unidade planejada (PUD) de 2 andares (1946 e mais novas),Residencial vila flutuante,35,3735,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,fachada em três lados da propriedade,declive leve,Somerset,normal,normal,unidade interna de moradia,dois andares,boa,média,1999,1999,quadril,telha padrão (composto),tapume de metal,tapume de metal,face de tijolo,218,boa,média,concreto derrramado,boa,média,No,alojamento bom,450,não finalizado,0,241,691,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,713,739,0,1452,2,1,3,1,boa,6,funcionalidade típica,0,NA,garagem não anexada à casa,1999,não terminada,2,506,média,média,Y,0,34,0,0,0,0,NA,NA,NA,0,3,2006,WD ,venda normal,183900
2513,2513,533223080,desenvolvimento de unidade planejada (PUD) de 2 andares (1946 e mais novas),Residencial vila flutuante,NA,2651,pavimentada,NA,regular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,fachada em dois lados da propriedade,declive leve,Somerset,normal,normal,unidade final de moradia,dois andares,boa,média,2000,2000,duas águas,telha padrão (composto),tapume de metal,tapume de metal,nenhum,0,boa,média,concreto derrramado,boa,média,No,alojamento bom,641,não finalizado,0,32,673,1,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,673,709,0,1382,2,1,3,1,boa,6,funcionalidade típica,0,NA,garagem não anexada à casa,2000,não terminada,2,490,média,média,Y,153,50,0,0,0,0,NA,NA,NA,0,4,2006,WD ,venda normal,165000
2514,2514,533223110,desenvolvimento de unidade planejada (PUD) de 2 andares (1946 e mais novas),Residencial vila flutuante,NA,4447,pavimentada,NA,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,fachada em dois lados da propriedade,declive leve,Somerset,normal,normal,unidade interna de moradia,dois andares,boa,média,2003,2003,duas águas,telha padrão (composto),tapume de vinil,tapume de vinil,nenhum,0,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,530,530,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,530,550,0,1080,2,1,2,1,boa,4,funcionalidade típica,0,NA,anexada à casa,2003,acabamento grosseiro,2,496,média,média,Y,0,50,0,0,0,0,NA,NA,NA,0,7,2006,WD ,venda normal,139000
2515,2515,533241010,60,Residencial vila flutuante,114,8314,pavimentada,pavimentado,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote de esquina,declive leve,Somerset,normal,normal,família única,dois andares,boa,média,1997,1998,quadril,telha padrão (composto),tapume de madeira,tapume de madeira,nenhum,0,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,569,569,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,854,840,0,1694,2,1,3,1,boa,6,funcionalidade típica,1,média,embutida,1997,não terminada,1,434,média,média,Y,0,382,0,0,110,0,NA,boa privacidade,NA,0,11,2006,WD ,venda normal,200000
2516,2516,533242030,20,Residencial vila flutuante,60,7180,pavimentada,pavimentado,levemente irregular,aproximadamente plana/nivelada,todas as utilidades p\u00fablicas,lote interno,declive leve,Somerset,normal,normal,família única,um andar,muito boa,média,2001,2002,duas águas,telha padrão (composto),placa de cimento,CmentBd,nenhum,0,boa,média,concreto derrramado,boa,média,No,não finalizado,0,não finalizado,0,1568,1568,0,0,forno de ar quente a gás,excelente,Y,disjuntores padrão e Romex,1568,0,0,1568,2,0,3,1,boa,6,funcionalidade típica,1,média,anexada à casa,2001,acabamento grosseiro,2,564,média,média,Y,0,266,0,0,0,0,NA,NA,NA,0,9,2006,WD ,venda normal,221000
